t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
8.0601,0.037398,0.037567,-0.169,-0.02448,-0.02916,-175.0
8.0801,0.036854,0.037014,-0.159,-0.02663,-0.03103,-186.2
8.1001,0.036276,0.036423,-0.147,-0.02848,-0.03254,-195.2
8.1201,0.035661,0.035793,-0.131,-0.03026,-0.03384,-203.0
8.1401,0.035017,0.035135,-0.119,-0.03185,-0.03510,-210.6
8.1601,0.034346,0.034453,-0.107,-0.03321,-0.03613,-216.8
8.1801,0.033653,0.033742,-0.089,-0.03437,-0.03675,-220.5
8.2001,0.032941,0.033015,-0.074,-0.03535,-0.03733,-224.0
8.2201,0.032216,0.032275,-0.059,-0.03607,-0.03765,-225.9
8.2401,0.031481,0.031525,-0.044,-0.03659,-0.03773,-226.4
8.2602,0.030737,0.030771,-0.034,-0.03709,-0.03799,-227.9
8.2802,0.029997,0.030016,-0.020,-0.03702,-0.03749,-224.9
8.3001,0.029265,0.029258,0.007,-0.03669,-0.03635,-218.1
8.3201,0.028536,0.028512,0.024,-0.03649,-0.03570,-214.2
8.3401,0.027820,0.027788,0.032,-0.03593,-0.03497,-209.8
8.3601,0.027120,0.027077,0.042,-0.03520,-0.03395,-203.7
8.3801,0.026439,0.026384,0.055,-0.03427,-0.03264,-195.9
8.4001,0.025783,0.025707,0.076,-0.03308,-0.03083,-185.0
8.4201,0.025155,0.025063,0.092,-0.03175,-0.02908,-174.5
8.4401,0.024558,0.024457,0.102,-0.03022,-0.02732,-163.9
8.4601,0.023994,0.023884,0.110,-0.02860,-0.02546,-152.8
8.4801,0.023466,0.023348,0.118,-0.02685,-0.02349,-140.9
8.5001,0.022979,0.022846,0.132,-0.02485,-0.02106,-126.4
8.5201,0.022532,0.022390,0.142,-0.02284,-0.01879,-112.8
8.5401,0.022130,0.021980,0.150,-0.02067,-0.01642,-98.5
8.5601,0.021771,0.021612,0.159,-0.01848,-0.01398,-83.9
8.5801,0.021459,0.021299,0.160,-0.01619,-0.01170,-70.2
8.6001,0.021193,0.021031,0.162,-0.01387,-0.00931,-55.9
8.6202,0.020974,0.020808,0.165,-0.01155,-0.00691,-41.5
8.6401,0.020803,0.020637,0.167,-0.00912,-0.00444,-26.6
8.6601,0.020680,0.020517,0.163,-0.00676,-0.00223,-13.4
8.6801,0.020603,0.020436,0.167,-0.00443,0.00029,1.7
8.7001,0.020572,0.020406,0.166,-0.00212,0.00251,15.1
8.7201,0.020586,0.020414,0.173,0.00014,0.00502,30.1
8.7401,0.020644,0.020453,0.191,0.00233,0.00779,46.7
8.7601,0.020743,0.020554,0.189,0.00444,0.00973,58.4
8.7801,0.020882,0.020712,0.170,0.00646,0.01111,66.7
8.8001,0.021059,0.020905,0.154,0.00835,0.01257,75.4
8.8201,0.021271,0.021134,0.137,0.01014,0.01386,83.1
8.8401,0.021515,0.021382,0.132,0.01180,0.01548,92.9
8.8601,0.021789,0.021669,0.120,0.01334,0.01664,99.8
8.8801,0.022090,0.021982,0.108,0.01470,0.01765,105.9
8.9001,0.022414,0.022317,0.096,0.01589,0.01852,111.1
8.9201,0.022759,0.022677,0.082,0.01697,0.01917,115.0
8.9401,0.023120,0.023049,0.071,0.01786,0.01980,118.8
8.9601,0.023496,0.023435,0.060,0.01860,0.02023,121.4
8.9801,0.023882,0.023835,0.047,0.01918,0.02042,122.5
9.0001,0.024275,0.024239,0.036,0.01955,0.02050,123.0
9.0201,0.024673,0.024652,0.021,0.01982,0.02032,121.9
9.0401,0.025072,0.025061,0.010,0.01991,0.02013,120.8
9.0601,0.025468,0.025467,0.001,0.01984,0.01982,118.9
9.0801,0.025859,0.025870,-0.010,0.01963,0.01928,115.7
9.1001,0.026243,0.026263,-0.020,0.01927,0.01865,111.9
9.1201,0.026616,0.026649,-0.033,0.01878,0.01778,106.7
9.1401,0.026976,0.027018,-0.042,0.01817,0.01695,101.7
9.1601,0.027321,0.027368,-0.047,0.01744,0.01610,96.6
9.1801,0.027651,0.027707,-0.056,0.01666,0.01502,90.1
9.2001,0.027959,0.028022,-0.063,0.01564,0.01384,83.0
9.2201,0.028247,0.028314,-0.067,0.01467,0.01276,76.6
9.2401,0.028514,0.028589,-0.075,0.01361,0.01145,68.7
9.2601,0.028758,0.028837,-0.078,0.01250,0.01029,61.7
9.2801,0.028979,0.029063,-0.084,0.01132,0.00895,53.7
9.3001,0.029175,0.029261,-0.086,0.01013,0.00772,46.3
9.3201,0.029348,0.029435,-0.087,0.00893,0.00649,38.9
9.3401,0.029496,0.029584,-0.088,0.00771,0.00525,31.5
9.3601,0.029621,0.029704,-0.083,0.00652,0.00421,25.3
9.3801,0.029722,0.029799,-0.077,0.00535,0.00323,19.4
9.4001,0.029801,0.029875,-0.074,0.00422,0.00216,13.0
9.4201,0.029858,0.029933,-0.075,0.00313,0.00102,6.1
9.4401,0.029895,0.029967,-0.072,0.00211,0.00011,0.7
9.4601,0.029913,0.029980,-0.067,0.00115,-0.00069,-4.2
9.4801,0.029914,0.029980,-0.066,0.00027,-0.00156,-9.3
9.5001,0.029900,0.029975,-0.075,-0.00052,-0.00267,-16.0
9.5201,0.029872,0.029955,-0.083,-0.00122,-0.00361,-21.6
9.5401,0.029832,0.029911,-0.079,-0.00182,-0.00401,-24.0
9.5601,0.029783,0.029848,-0.064,-0.00232,-0.00404,-24.2
9.5802,0.029727,0.029772,-0.044,-0.00272,-0.00385,-23.1
9.6001,0.029666,0.029702,-0.036,-0.00298,-0.00394,-23.6
9.6201,0.029602,0.029628,-0.026,-0.00316,-0.00383,-23.0
9.6402,0.029537,0.029557,-0.019,-0.00323,-0.00372,-22.3
9.6601,0.029475,0.029486,-0.012,-0.00315,-0.00343,-20.6
9.6801,0.029416,0.029416,0.000,-0.00299,-0.00292,-17.5
9.7001,0.029362,0.029352,0.010,-0.00274,-0.00241,-14.4
9.7201,0.029317,0.029292,0.025,-0.00237,-0.00158,-9.5
9.7401,0.029280,0.029248,0.032,-0.00191,-0.00096,-5.8
9.7601,0.029256,0.029222,0.034,-0.00137,-0.00041,-2.5
9.7801,0.029244,0.029207,0.037,-0.00075,0.00030,1.8
9.8001,0.029246,0.029204,0.042,-0.00005,0.00116,7.0
9.8201,0.029264,0.029208,0.057,0.00070,0.00237,14.2
9.8401,0.029298,0.029219,0.079,0.00150,0.00386,23.2
9.8601,0.029349,0.029257,0.093,0.00235,0.00502,30.1
9.8801,0.029418,0.029326,0.092,0.00322,0.00580,34.8
9.9001,0.029505,0.029428,0.077,0.00411,0.00616,37.0
9.9201,0.029610,0.029537,0.072,0.00501,0.00701,42.1
9.9401,0.029732,0.029658,0.074,0.00590,0.00799,47.9
9.9601,0.029872,0.029798,0.074,0.00677,0.00884,53.0
9.9802,0.030029,0.029959,0.070,0.00764,0.00958,57.5
10.0001,0.030200,0.030136,0.065,0.00839,0.01017,61.0
10.0303,0.030488,0.030426,0.062,0.01319,0.01492,89.5
10.0480,0.030671,0.030619,0.051,0.00993,0.01130,67.8
10.0660,0.030865,0.030884,-0.019,0.00975,0.00878,52.7
10.0840,0.031066,0.031086,-0.020,0.01001,0.00943,56.6
10.1019,0.031274,0.031242,0.032,0.01032,0.01152,69.1
10.1201,0.031489,0.031414,0.074,0.01065,0.01298,77.9
10.1401,0.031729,0.031656,0.074,0.01176,0.01382,82.9
10.1601,0.031971,0.031917,0.054,0.01203,0.01344,80.6
10.1801,0.032212,0.032191,0.021,0.01206,0.01244,74.7
10.2001,0.032451,0.032459,-0.008,0.01195,0.01155,69.3
10.2201,0.032683,0.032707,-0.024,0.01169,0.01093,65.6
10.2401,0.032908,0.032934,-0.026,0.01131,0.01056,63.4
10.2601,0.033121,0.033152,-0.031,0.01081,0.00991,59.5
10.2801,0.033322,0.033357,-0.035,0.01017,0.00917,55.0
10.3001,0.033506,0.033554,-0.047,0.00942,0.00803,48.2
10.3201,0.033673,0.033733,-0.060,0.00854,0.00679,40.7
10.3401,0.033819,0.033881,-0.062,0.00756,0.00580,34.8
10.3601,0.033943,0.034013,-0.070,0.00646,0.00443,26.6
10.3801,0.034042,0.034123,-0.081,0.00528,0.00295,17.7
10.4001,0.034115,0.034202,-0.087,0.00398,0.00151,9.1
10.4201,0.034161,0.034256,-0.095,0.00261,-0.00010,-0.6
10.4401,0.034177,0.034274,-0.097,0.00116,-0.00157,-9.4
10.4601,0.034162,0.034270,-0.107,-0.00034,-0.00340,-20.4
10.4801,0.034117,0.034251,-0.134,-0.00190,-0.00582,-34.9
10.5001,0.034039,0.034191,-0.152,-0.00349,-0.00786,-47.1
10.5201,0.033929,0.034074,-0.145,-0.00510,-0.00913,-54.8
10.5401,0.033786,0.033918,-0.132,-0.00673,-0.01034,-62.0
10.5601,0.033611,0.033732,-0.121,-0.00835,-0.01167,-70.0
10.5801,0.033404,0.033531,-0.127,-0.00996,-0.01353,-81.2
10.6001,0.033166,0.033292,-0.126,-0.01152,-0.01504,-90.2
10.6201,0.032897,0.033018,-0.121,-0.01306,-0.01641,-98.5
10.6401,0.032600,0.032710,-0.111,-0.01451,-0.01754,-105.2
10.6601,0.032275,0.032381,-0.106,-0.01588,-0.01883,-113.0
10.6801,0.031925,0.032022,-0.098,-0.01719,-0.01988,-119.3
10.7001,0.031551,0.031640,-0.090,-0.01839,-0.02086,-125.1
10.7201,0.031156,0.031240,-0.084,-0.01948,-0.02180,-130.8
10.7401,0.030742,0.030818,-0.076,-0.02044,-0.02252,-135.1
10.7601,0.030313,0.030378,-0.066,-0.02126,-0.02304,-138.2
10.7801,0.029870,0.029926,-0.056,-0.02196,-0.02346,-140.8
10.8001,0.029419,0.029462,-0.043,-0.02245,-0.02359,-141.5
10.8201,0.028961,0.028990,-0.030,-0.02281,-0.02356,-141.3
10.8401,0.028499,0.028517,-0.017,-0.02302,-0.02343,-140.6
10.8602,0.028036,0.028047,-0.011,-0.02315,-0.02342,-140.5
10.8801,0.027581,0.027575,0.006,-0.02280,-0.02252,-135.1
10.9001,0.027132,0.027107,0.025,-0.02254,-0.02173,-130.4
10.9201,0.026693,0.026661,0.032,-0.02205,-0.02111,-126.7
10.9401,0.026270,0.026233,0.037,-0.02135,-0.02028,-121.7
10.9601,0.025864,0.025812,0.053,-0.02050,-0.01894,-113.6
10.9801,0.025480,0.025411,0.068,-0.01948,-0.01748,-104.9
11.0001,0.025121,0.025038,0.083,-0.01823,-0.01582,-94.9
11.0201,0.024790,0.024696,0.094,-0.01690,-0.01419,-85.1
11.0401,0.024490,0.024391,0.100,-0.01536,-0.01254,-75.3
11.0601,0.024224,0.024112,0.112,-0.01371,-0.01051,-63.1
11.0801,0.023995,0.023872,0.123,-0.01192,-0.00842,-50.5
11.1001,0.023804,0.023671,0.133,-0.01000,-0.00621,-37.3
11.1201,0.023655,0.023518,0.137,-0.00798,-0.00414,-24.8
11.1401,0.023548,0.023405,0.143,-0.00585,-0.00179,-10.7
11.1601,0.023486,0.023334,0.152,-0.00365,0.00066,3.9
11.1801,0.023470,0.023306,0.164,-0.00138,0.00328,19.7
11.2001,0.023500,0.023317,0.183,0.00093,0.00619,37.1
11.2201,0.023578,0.023378,0.200,0.00328,0.00896,53.8
11.2401,0.023702,0.023504,0.199,0.00564,0.01121,67.2
11.2601,0.023875,0.023689,0.185,0.00802,0.01313,78.8
11.2801,0.024093,0.023913,0.180,0.01035,0.01536,92.2
11.3001,0.024358,0.024183,0.175,0.01267,0.01754,105.3
11.3201,0.024668,0.024497,0.171,0.01492,0.01967,118.0
11.3402,0.025023,0.024856,0.167,0.01719,0.02184,131.1
11.3601,0.025416,0.025266,0.150,0.01914,0.02323,139.4
11.3801,0.025850,0.025704,0.146,0.02120,0.02527,151.6
11.4001,0.026321,0.026176,0.145,0.02308,0.02714,162.8
11.4201,0.026826,0.026697,0.129,0.02484,0.02836,170.1
11.4401,0.027363,0.027246,0.117,0.02644,0.02963,177.8
11.4601,0.027927,0.027817,0.110,0.02784,0.03089,185.3
11.4801,0.028515,0.028414,0.101,0.02910,0.03188,191.3
11.5001,0.029124,0.029043,0.081,0.03019,0.03235,194.1
11.5201,0.029752,0.029684,0.068,0.03112,0.03295,197.7
11.5401,0.030391,0.030333,0.058,0.03180,0.03338,200.3
11.5601,0.031040,0.030988,0.052,0.03230,0.03371,202.3
11.5801,0.031693,0.031668,0.025,0.03261,0.03316,199.0
11.6001,0.032345,0.032336,0.010,0.03261,0.03278,196.7
11.6201,0.032995,0.032992,0.003,0.03250,0.03255,195.3
11.6401,0.033636,0.033651,-0.015,0.03213,0.03160,189.6
11.6601,0.034264,0.034294,-0.030,0.03155,0.03060,183.6
11.6801,0.034875,0.034932,-0.057,0.03078,0.02904,174.2
11.7001,0.035466,0.035535,-0.069,0.02978,0.02777,166.6
11.7201,0.036033,0.036112,-0.079,0.02865,0.02639,158.3
11.7401,0.036571,0.036662,-0.092,0.02722,0.02458,147.5
11.7601,0.037076,0.037180,-0.104,0.02567,0.02269,136.1
11.7801,0.037546,0.037663,-0.116,0.02394,0.02062,123.7
11.8001,0.037979,0.038102,-0.124,0.02209,0.01858,111.5
11.8201,0.038368,0.038508,-0.140,0.02000,0.01599,95.9
11.8401,0.038715,0.038866,-0.151,0.01785,0.01356,81.4
11.8601,0.039015,0.039177,-0.163,0.01556,0.01093,65.6
11.8801,0.039266,0.039435,-0.169,0.01317,0.00839,50.4
11.9001,0.039467,0.039642,-0.174,0.01069,0.00578,34.7
11.9201,0.039617,0.039792,-0.174,0.00813,0.00325,19.5
11.9401,0.039715,0.039893,-0.178,0.00553,0.00053,3.2
11.9601,0.039759,0.039941,-0.182,0.00288,-0.00223,-13.4
11.9801,0.039751,0.039940,-0.190,0.00022,-0.00513,-30.8
12.0001,0.039689,0.039910,-0.222,-0.00243,-0.00883,-53.0
12.0201,0.039574,0.039808,-0.234,-0.00508,-0.01171,-70.3
12.0401,0.039407,0.039634,-0.227,-0.00769,-0.01401,-84.0
12.0601,0.039190,0.039400,-0.210,-0.01022,-0.01600,-96.0
12.0801,0.038923,0.039109,-0.186,-0.01273,-0.01778,-106.7
12.1001,0.038609,0.038782,-0.174,-0.01511,-0.01990,-119.4
12.1201,0.038249,0.038429,-0.180,-0.01740,-0.02247,-134.8
12.1401,0.037847,0.038014,-0.167,-0.01958,-0.02419,-145.2
12.1601,0.037404,0.037554,-0.150,-0.02164,-0.02574,-154.4
12.1801,0.036923,0.037073,-0.150,-0.02358,-0.02778,-166.7
12.2002,0.036404,0.036542,-0.138,-0.02546,-0.02925,-175.5
12.2201,0.035860,0.035978,-0.118,-0.02685,-0.03002,-180.1
12.2401,0.035285,0.035387,-0.102,-0.02838,-0.03114,-186.9
12.2601,0.034687,0.034782,-0.095,-0.02959,-0.03222,-193.3
12.2801,0.034068,0.034154,-0.086,-0.03069,-0.03305,-198.3
12.3001,0.033433,0.033514,-0.081,-0.03153,-0.03376,-202.6
12.3202,0.032781,0.032849,-0.067,-0.03236,-0.03416,-205.0
12.3401,0.032126,0.032161,-0.035,-0.03268,-0.03345,-200.7
12.3601,0.031464,0.031486,-0.022,-0.03301,-0.03355,-201.3
12.3801,0.030799,0.030809,-0.009,-0.03320,-0.03339,-200.3
12.4001,0.030138,0.030138,0.000,-0.03308,-0.03301,-198.1
12.4201,0.029483,0.029472,0.011,-0.03284,-0.03248,-194.9
12.4402,0.028834,0.028816,0.018,-0.03252,-0.03197,-191.8
12.4601,0.028204,0.028166,0.038,-0.03170,-0.03053,-183.2
12.4801,0.027587,0.027531,0.056,-0.03102,-0.02935,-176.1
12.5001,0.026991,0.026927,0.064,-0.03006,-0.02822,-169.3
12.5201,0.026415,0.026348,0.067,-0.02904,-0.02715,-162.9
12.5401,0.025864,0.025786,0.078,-0.02785,-0.02559,-153.5
12.5601,0.025340,0.025249,0.091,-0.02652,-0.02388,-143.3
12.5801,0.024845,0.024743,0.102,-0.02512,-0.02220,-133.2
12.6001,0.024381,0.024276,0.105,-0.02357,-0.02060,-123.6
12.6201,0.023950,0.023838,0.112,-0.02196,-0.01878,-112.7
12.6400,0.023552,0.023440,0.112,-0.02030,-0.01716,-103.0
12.6601,0.023188,0.023066,0.122,-0.01862,-0.01514,-90.8
12.6800,0.022861,0.022729,0.132,-0.01683,-0.01308,-78.5
12.7001,0.022568,0.022441,0.127,-0.01507,-0.01153,-69.2
12.7202,0.022310,0.022185,0.125,-0.01334,-0.00986,-59.2
12.7401,0.022090,0.021964,0.126,-0.01147,-0.00794,-47.6
12.7601,0.021904,0.021773,0.130,-0.00974,-0.00607,-36.4
12.7801,0.021751,0.021624,0.127,-0.00803,-0.00449,-26.9
12.8001,0.021633,0.021517,0.116,-0.00636,-0.00319,-19.1
12.8201,0.021546,0.021433,0.113,-0.00473,-0.00160,-9.6
12.8401,0.021490,0.021381,0.109,-0.00318,-0.00014,-0.8
12.8601,0.021464,0.021354,0.110,-0.00171,0.00136,8.2
12.8801,0.021464,0.021355,0.109,-0.00033,0.00271,16.3
12.9001,0.021489,0.021367,0.122,0.00095,0.00446,26.8
12.9201,0.021538,0.021415,0.123,0.00213,0.00557,33.4
12.9401,0.021607,0.021497,0.110,0.00321,0.00620,37.2
12.9601,0.021695,0.021607,0.088,0.00415,0.00647,38.8
12.9801,0.021799,0.021724,0.075,0.00499,0.00701,42.1
13.0002,0.021917,0.021846,0.071,0.00573,0.00770,46.2
13.0201,0.022046,0.021986,0.060,0.00630,0.00790,47.4
13.0401,0.022183,0.022136,0.048,0.00677,0.00803,48.2
13.0601,0.022328,0.022292,0.036,0.00713,0.00808,48.5
13.0801,0.022476,0.022453,0.023,0.00735,0.00793,47.6
13.1001,0.022626,0.022618,0.008,0.00748,0.00762,45.7
13.1201,0.022777,0.022776,0.000,0.00751,0.00748,44.9
13.1401,0.022925,0.022926,-0.002,0.00742,0.00736,44.1
13.1601,0.023069,0.023076,-0.007,0.00724,0.00701,42.0
13.1801,0.023207,0.023220,-0.013,0.00697,0.00657,39.4
13.2001,0.023337,0.023353,-0.015,0.00663,0.00618,37.1
13.2201,0.023459,0.023485,-0.025,0.00621,0.00544,32.6
13.2401,0.023572,0.023610,-0.038,0.00575,0.00462,27.7
13.2601,0.023674,0.023714,-0.040,0.00522,0.00408,24.5
13.2801,0.023764,0.023799,-0.035,0.00465,0.00372,22.3
13.3001,0.023843,0.023874,-0.031,0.00407,0.00322,19.3
13.3201,0.023909,0.023947,-0.038,0.00347,0.00239,14.3
13.3401,0.023964,0.024004,-0.040,0.00288,0.00174,10.4
13.3601,0.024006,0.024051,-0.045,0.00227,0.00100,6.0
13.3801,0.024037,0.024081,-0.044,0.00171,0.00047,2.8
13.4000,0.024058,0.024097,-0.039,0.00116,0.00008,0.5
13.4201,0.024069,0.024104,-0.035,0.00066,-0.00029,-1.8
13.4401,0.024070,0.024103,-0.033,0.00021,-0.00070,-4.2
13.4601,0.024065,0.024101,-0.036,-0.00019,-0.00123,-7.4
13.4801,0.024053,0.024097,-0.045,-0.00051,-0.00181,-10.9
13.5001,0.024036,0.024087,-0.050,-0.00076,-0.00220,-13.2
13.5201,0.024017,0.024063,-0.046,-0.00092,-0.00217,-13.0
13.5402,0.023997,0.024031,-0.034,-0.00100,-0.00189,-11.4
13.5602,0.023977,0.023995,-0.017,-0.00098,0.00000,0.0
13.5801,0.023961,0.023967,-0.007,-0.00086,0.00000,0.0
13.6001,0.023949,0.023968,-0.019,-0.00065,0.00000,0.0
13.6201,0.023944,0.023968,-0.024,-0.00033,-0.00103,-6.2
13.6401,0.023948,0.023966,-0.018,0.00009,0.00000,0.0
13.6601,0.023963,0.023953,0.010,0.00061,0.00000,0.0
13.6802,0.023991,0.023953,0.038,0.00125,0.00247,14.8
13.7001,0.024033,0.023960,0.073,0.00194,0.00421,25.3
13.7202,0.024093,0.023995,0.098,0.00277,0.00565,33.9
13.7401,0.024170,0.024077,0.093,0.00364,0.00623,37.4
13.7601,0.024267,0.024179,0.088,0.00462,0.00706,42.4
13.7802,0.024386,0.024299,0.087,0.00569,0.00813,48.8
13.8001,0.024527,0.024443,0.084,0.00675,0.00907,54.4
13.8201,0.024691,0.024608,0.083,0.00792,0.01023,61.4
13.8401,0.024879,0.024792,0.087,0.00911,0.01158,69.5
13.8601,0.025092,0.024998,0.095,0.01036,0.01305,78.3
13.8801,0.025331,0.025229,0.102,0.01161,0.01452,87.1
13.9001,0.025594,0.025498,0.096,0.01282,0.01546,92.8
13.9201,0.025882,0.025793,0.089,0.01409,0.01654,99.2
13.9401,0.026194,0.026111,0.083,0.01533,0.01763,105.8
13.9601,0.026531,0.026442,0.089,0.01651,0.01903,114.2
13.9801,0.026890,0.026801,0.089,0.01767,0.02015,120.9
14.0001,0.027270,0.027191,0.079,0.01875,0.02091,125.5
14.0201,0.027671,0.027599,0.072,0.01978,0.02174,130.4
14.0401,0.028089,0.028013,0.076,0.02067,0.02283,137.0
14.0601,0.028524,0.028458,0.066,0.02154,0.02332,139.9
14.0801,0.028973,0.028918,0.055,0.02227,0.02373,142.4
14.1001,0.029433,0.029388,0.045,0.02287,0.02407,144.4
14.1201,0.029903,0.029863,0.040,0.02335,0.02443,146.6
14.1401,0.030377,0.030340,0.037,0.02365,0.02467,148.0
14.1601,0.030856,0.030838,0.018,0.02388,0.02428,145.7
14.1801,0.031334,0.031331,0.003,0.02389,0.02389,143.3
14.2001,0.031808,0.031817,-0.009,0.02375,0.02343,140.6
14.2201,0.032276,0.032291,-0.015,0.02348,0.02302,138.1
14.2401,0.032735,0.032761,-0.026,0.02305,0.02225,133.5
14.2601,0.033180,0.033217,-0.037,0.02239,0.02129,127.7
14.2801,0.033606,0.033662,-0.056,0.02154,0.01985,119.1
14.3001,0.034013,0.034083,-0.069,0.02059,0.01856,111.4
14.3201,0.034396,0.034472,-0.076,0.01942,0.01725,103.5
14.3401,0.034752,0.034838,-0.086,0.01812,0.01565,93.9
14.3601,0.035077,0.035176,-0.099,0.01663,0.01378,82.7
14.3801,0.035369,0.035481,-0.112,0.01499,0.01178,70.7
14.4001,0.035624,0.035753,-0.129,0.01321,0.00950,57.0
14.4201,0.035840,0.035977,-0.137,0.01128,0.00739,44.4
14.4401,0.036014,0.036158,-0.143,0.00923,0.00518,31.1
14.4601,0.036145,0.036292,-0.147,0.00706,0.00292,17.5
14.4801,0.036229,0.036386,-0.156,0.00479,0.00035,2.1
14.5001,0.036266,0.036438,-0.172,0.00242,-0.00250,-15.0
14.5201,0.036253,0.036435,-0.182,-0.00003,-0.00519,-31.1
14.5401,0.036190,0.036400,-0.210,-0.00254,-0.00858,-51.5
14.5601,0.036075,0.036297,-0.222,-0.00509,-0.01137,-68.2
14.5801,0.035909,0.036124,-0.215,-0.00767,-0.01366,-82.0
14.6002,0.035689,0.035895,-0.206,-0.01033,-0.01603,-96.2
14.6201,0.035420,0.035617,-0.196,-0.01281,-0.01825,-109.5
14.6401,0.035099,0.035293,-0.194,-0.01543,-0.02085,-125.1
14.6601,0.034727,0.034916,-0.189,-0.01795,-0.02320,-139.2
14.6801,0.034306,0.034492,-0.187,-0.02045,-0.02565,-153.9
14.7001,0.033836,0.034016,-0.181,-0.02289,-0.02792,-167.5
14.7201,0.033321,0.033495,-0.174,-0.02515,-0.02998,-179.9
14.7401,0.032763,0.032930,-0.167,-0.02735,-0.03197,-191.8
14.7601,0.032165,0.032321,-0.157,-0.02942,-0.03375,-202.5
14.7801,0.031527,0.031673,-0.146,-0.03140,-0.03542,-212.5
14.8001,0.030856,0.030989,-0.132,-0.03309,-0.03671,-220.2
14.8201,0.030153,0.030272,-0.119,-0.03476,-0.03800,-228.0
14.8401,0.029421,0.029530,-0.109,-0.03622,-0.03922,-235.3
14.8602,0.028663,0.028765,-0.102,-0.03758,-0.04040,-242.4
14.8801,0.027890,0.027976,-0.086,-0.03842,-0.04074,-244.4
14.9001,0.027099,0.027166,-0.067,-0.03931,-0.04106,-246.4
14.9201,0.026296,0.026351,-0.055,-0.03999,-0.04146,-248.8
14.9401,0.025487,0.025527,-0.041,-0.04039,-0.04144,-248.6
14.9601,0.024673,0.024696,-0.023,-0.04062,-0.04116,-247.0
14.9801,0.023863,0.023867,-0.003,-0.04051,-0.04047,-242.8
15.0001,0.023059,0.023044,0.015,-0.04027,-0.03975,-238.5
15.0316,0.021816,0.021802,0.015,-0.05778,-0.05738,-344.3
15.0493,0.021138,0.021073,0.066,-0.03866,-0.03652,-219.1
15.0673,0.020464,0.020044,0.420,-0.03473,-0.02085,-125.1
15.0863,0.019778,0.019364,0.414,-0.03437,-0.02283,-137.0
15.1043,0.019151,0.019002,0.149,-0.03194,-0.02935,-176.1
15.1233,0.018516,0.018560,-0.044,-0.03180,-0.03418,-205.1
15.1423,0.017917,0.017993,-0.076,-0.03030,-0.03263,-195.8
15.1613,0.017353,0.017344,0.009,-0.02865,-0.02790,-167.4
15.1801,0.016834,0.016734,0.100,-0.02646,-0.02310,-138.6
15.2001,0.016326,0.016199,0.127,-0.02562,-0.02191,-131.4
15.2201,0.015867,0.015745,0.122,-0.02351,-0.02012,-120.7
15.2401,0.015458,0.015319,0.139,-0.02105,-0.01704,-102.3
15.2601,0.015102,0.014929,0.173,-0.01844,-0.01340,-80.4
15.2801,0.014801,0.014602,0.199,-0.01574,-0.01000,-60.0
15.3001,0.014555,0.014356,0.199,-0.01297,-0.00741,-44.5
15.3201,0.014367,0.014168,0.198,-0.01014,-0.00458,-27.5
15.3401,0.014235,0.014038,0.197,-0.00727,-0.00176,-10.6
15.3602,0.014162,0.013958,0.203,-0.00440,0.00133,8.0
15.3801,0.014146,0.013933,0.214,-0.00149,0.00455,27.3
15.4001,0.014188,0.013951,0.237,0.00136,0.00813,48.8
15.4201,0.014285,0.014038,0.247,0.00417,0.01116,66.9
15.4401,0.014438,0.014205,0.233,0.00695,0.01340,80.4
15.4601,0.014644,0.014433,0.211,0.00964,0.01543,92.6
15.4801,0.014903,0.014707,0.195,0.01225,0.01762,105.7
15.5001,0.015210,0.015022,0.188,0.01475,0.01998,119.9
15.5201,0.015565,0.015382,0.183,0.01713,0.02223,133.4
15.5401,0.015964,0.015791,0.173,0.01939,0.02418,145.1
15.5601,0.016404,0.016239,0.165,0.02150,0.02607,156.4
15.5801,0.016883,0.016733,0.151,0.02346,0.02760,165.6
15.6001,0.017397,0.017260,0.137,0.02524,0.02899,173.9
15.6201,0.017942,0.017821,0.121,0.02686,0.03015,180.9
15.6401,0.018515,0.018404,0.110,0.02827,0.03130,187.8
15.6601,0.019112,0.019013,0.099,0.02954,0.03222,193.3
15.6801,0.019730,0.019646,0.084,0.03062,0.03288,197.3
15.7001,0.020361,0.020291,0.070,0.03139,0.03327,199.6
15.7201,0.021008,0.020950,0.058,0.03213,0.03367,202.0
15.7401,0.021659,0.021622,0.038,0.03249,0.03342,200.5
15.7601,0.022319,0.022293,0.026,0.03289,0.03357,201.4
15.7802,0.022980,0.022964,0.016,0.03302,0.03342,200.5
15.8002,0.023636,0.023637,-0.001,0.03285,0.03273,196.4
15.8201,0.024281,0.024303,-0.022,0.03234,0.03159,189.5
15.8401,0.024921,0.024954,-0.033,0.03207,0.03108,186.5
15.8601,0.025544,0.025584,-0.040,0.03136,0.03020,181.2
15.8801,0.026153,0.026200,-0.047,0.03061,0.02925,175.5
15.9001,0.026742,0.026799,-0.057,0.02969,0.02804,168.2
15.9201,0.027309,0.027379,-0.070,0.02863,0.02660,159.6
15.9401,0.027853,0.027933,-0.081,0.02745,0.02513,150.8
15.9601,0.028369,0.028460,-0.091,0.02615,0.02354,141.2
15.9801,0.028858,0.028957,-0.099,0.02478,0.02195,131.7
16.0001,0.029316,0.029420,-0.104,0.02330,0.02035,122.1
16.0203,0.029747,0.029853,-0.106,0.02190,0.01892,113.5
16.0401,0.030139,0.030253,-0.114,0.02005,0.01681,100.8
