t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.1442,move->d,none,0.0346,0.000000,-0.487735,0.376229,0.194849,0.944981,0.054144,0.962587,1.358334,-0.000000,-0.487697,0.376328,0.194831,0.944956,0.054088,0.962584,1.358337,0.390806,-0.534958,0.328159,-3.090759,-0.698779,2.953696,-0.00002,0.00002,0.00006,0.00004,-0.00016,-0.00001,-0.00002,0.00002,0.00006,0.00004,-0.00016,-0.00001,-0.00012,-0.00153,-0.00527,-0.01091,0.01883,0.00650,0.033,0.0056,0.00000,0,0,0,0,0.119,1.421,0.457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005077,0.001139,0.167,1.476,0.496,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003997,nan,nan,nan,0,0,0,,0,0,0,0.4766,1.0000,0.08493,0.00033,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000002,1,0.000002
0.1492,move->d,none,0.0371,0.000000,-0.487735,0.376229,0.194850,0.944981,0.054144,0.962587,1.358333,-0.000000,-0.487697,0.376241,0.194831,0.944956,0.054140,0.962567,1.358372,0.390807,-0.534941,0.328197,-3.090824,-0.698672,2.953726,-0.00002,-0.00001,-0.00001,-0.00002,0.00007,0.00002,-0.00002,-0.00001,-0.00001,-0.00002,0.00007,0.00002,0.00011,0.00299,0.00698,0.00518,-0.02098,-0.00208,0.014,0.0022,0.00000,0,0,0,0,0.122,1.422,0.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005050,0.000715,0.051,1.270,0.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.005200,nan,nan,nan,0,0,0,,0,0,0,0.4935,1.0000,0.08493,0.00021,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000002,1,0.000002
0.1542,move->d,none,0.0396,0.000000,-0.487735,0.376229,0.194849,0.944981,0.054145,0.962587,1.358333,-0.000000,-0.487750,0.376223,0.194814,0.944974,0.054140,0.962584,1.358337,0.390790,-0.534967,0.328196,-3.090779,-0.698691,2.953654,0.00001,0.00004,-0.00001,0.00004,0.00002,0.00010,0.00001,0.00004,-0.00001,0.00004,0.00002,0.00010,-0.00318,-0.00500,-0.00016,-0.00576,0.00499,-0.00826,0.020,0.0021,0.00000,0,0,0,0,0.123,1.421,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005013,0.000554,0.110,1.387,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001810,nan,nan,nan,0,0,0,,0,0,0,0.5102,1.0000,0.08493,0.00021,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000002,1,0.000002
0.1591,move->d,none,0.0422,0.000000,-0.487735,0.376229,0.194850,0.944982,0.054144,0.962587,1.358333,-0.000000,-0.487750,0.376241,0.194831,0.944921,0.054140,0.962584,1.358355,0.390801,-0.534964,0.328206,-3.090803,-0.698654,2.953671,-0.00001,0.00003,-0.00003,0.00002,0.00010,0.00010,-0.00001,0.00003,-0.00003,0.00002,0.00010,0.00010,0.00219,0.00062,0.00205,0.00230,-0.00820,0.00027,0.022,0.0034,0.00000,0,0,0,0,0.124,1.419,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004900,0.000591,0.206,1.488,0.469,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002930,nan,nan,nan,0,0,0,,0,0,0,0.5265,1.0000,0.08493,0.00025,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000003,1,0.000003
0.1642,move->d,none,0.0450,0.000000,-0.487735,0.376229,0.194849,0.944982,0.054145,0.962587,1.358333,-0.000000,-0.487697,0.376293,0.194849,0.944956,0.054105,0.962567,1.358355,0.390810,-0.534946,0.328176,-3.090791,-0.698724,2.953723,-0.00003,-0.00000,0.00003,0.00001,-0.00004,-0.00002,-0.00003,-0.00000,0.00003,0.00001,-0.00004,-0.00002,0.00197,0.00378,-0.00655,0.00079,0.01517,0.01290,0.019,0.0037,0.00000,0,0,0,0,0.126,1.418,0.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005023,0.000956,0.118,1.401,0.449,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004014,nan,nan,nan,0,0,0,,0,0,0,0.5433,1.0000,0.08493,0.00030,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000003,1,0.000003
0.1691,move->d,none,0.0478,0.000000,-0.487735,0.376228,0.194850,0.944982,0.054144,0.962587,1.358333,-0.000000,-0.487732,0.376293,0.194883,0.944956,0.054158,0.962619,1.358372,0.390803,-0.534932,0.328171,-3.090897,-0.698765,2.953797,-0.00001,-0.00003,0.00004,-0.00017,-0.00009,-0.00003,-0.00001,-0.00003,0.00004,-0.00017,-0.00009,-0.00003,-0.00131,0.00273,-0.00089,0.01644,0.00471,0.00114,0.026,0.0037,0.00000,0,0,0,0,0.127,1.417,0.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004987,0.000620,0.049,1.323,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001710,nan,nan,nan,0,0,0,,0,0,0,0.5599,1.0000,0.08493,0.00030,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000004,1,0.000004
0.1741,move->d,none,0.0506,0.000000,-0.487735,0.376227,0.194849,0.944983,0.054145,0.962587,1.358332,-0.000000,-0.487697,0.376293,0.194849,0.944921,0.054140,0.962567,1.358355,0.390817,-0.534941,0.328187,-3.090829,-0.698685,2.953754,-0.00004,-0.00001,0.00001,-0.00003,0.00004,-0.00003,-0.00004,-0.00001,0.00001,-0.00003,0.00004,-0.00003,0.00301,-0.00199,0.00347,-0.01404,-0.01470,0.00006,0.021,0.0037,0.00000,0,0,0,0,0.128,1.415,0.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004962,0.000890,0.173,1.512,0.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004726,nan,nan,nan,0,0,0,,0,0,0,0.5764,1.0000,0.08493,0.00032,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000004,1,0.000004
0.1790,move->d,none,0.0536,0.000000,-0.487736,0.376227,0.194850,0.944984,0.054144,0.962587,1.358332,-0.000000,-0.487732,0.376223,0.194849,0.944921,0.054140,0.962567,1.358355,0.390807,-0.534952,0.328216,-3.090802,-0.698618,2.953702,-0.00002,0.00001,-0.00005,0.00003,0.00017,0.00004,-0.00002,0.00001,-0.00005,0.00003,0.00017,0.00004,-0.00204,-0.00214,0.00575,-0.00660,-0.01244,-0.00704,0.028,0.0035,0.00000,0,0,0,0,0.128,1.415,0.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004931,0.000864,0.169,1.461,0.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003243,nan,nan,nan,0,0,0,,0,0,0,0.5929,1.0000,0.08493,0.00028,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000005,1,0.000005
0.1848,move->d,none,0.0567,0.000000,-0.487735,0.376227,0.194849,0.944984,0.054145,0.962587,1.358332,-0.000000,-0.487750,0.376241,0.194849,0.944956,0.054140,0.962567,1.358337,0.390801,-0.534958,0.328198,-3.090797,-0.698670,2.953695,-0.00001,0.00003,-0.00001,0.00002,0.00006,0.00004,-0.00001,0.00003,-0.00001,0.00002,0.00006,0.00004,-0.00101,-0.00110,-0.00306,0.00093,0.00859,-0.00063,0.013,0.0016,0.00000,0,0,0,0,0.130,1.416,0.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005787,0.000708,0.169,1.461,0.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002910,nan,nan,nan,0,0,0,,0,0,0,0.6122,1.0000,0.08493,0.00024,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000006,1,0.000006
0.1898,move->d,none,0.0598,0.000000,-0.487736,0.376227,0.194850,0.944984,0.054144,0.962587,1.358333,-0.000000,-0.487732,0.376276,0.194901,0.944921,0.054105,0.962584,1.358337,0.390811,-0.534944,0.328193,-3.090787,-0.698685,2.953746,-0.00003,-0.00000,-0.00001,0.00003,0.00003,-0.00007,-0.00003,-0.00000,-0.00001,0.00003,0.00003,-0.00007,0.00204,0.00296,-0.00089,-0.00086,0.00330,0.01177,0.015,0.0036,0.00000,0,0,0,0,0.131,1.418,0.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005014,0.000873,0.072,1.327,0.416,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000416,nan,nan,nan,0,0,0,,0,0,0,0.6289,1.0000,0.08493,0.00028,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000007,1,0.000007
0.1949,move->d,none,0.0630,0.000000,-0.487735,0.376227,0.194849,0.944985,0.054145,0.962587,1.358332,-0.000000,-0.487732,0.376241,0.194849,0.944974,0.054140,0.962584,1.358337,0.390798,-0.534949,0.328190,-3.090802,-0.698704,2.953719,-0.00000,0.00001,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00001,0.00000,0.00000,-0.00000,0.00000,-0.00250,-0.00096,-0.00063,0.00273,0.00326,-0.00685,0.000,0.0008,0.00000,0,0,0,0,0.133,1.419,0.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005031,0.000627,0.187,1.465,0.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002018,nan,nan,nan,0,0,0,,0,0,0,0.6456,1.0000,0.08493,0.00021,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000008,1,0.000008
0.1999,move->d,none,0.0664,0.000000,-0.487736,0.376226,0.194850,0.944985,0.054144,0.962587,1.358332,-0.000000,-0.487732,0.376276,0.194831,0.944956,0.054158,0.962584,1.358372,0.390803,-0.534951,0.328181,-3.090861,-0.698720,2.953722,-0.00001,0.00002,0.00002,-0.00009,-0.00002,0.00007,-0.00001,0.00002,0.00002,-0.00009,-0.00002,0.00007,0.00096,-0.00038,-0.00178,0.00947,0.00136,-0.00705,0.011,0.0028,0.00000,0,0,0,0,0.134,1.419,0.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004992,0.000584,0.187,1.465,0.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000724,nan,nan,nan,0,0,0,,0,0,0,0.6623,1.0000,0.08493,0.00026,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000009,1,0.000009
0.2049,move->d,none,0.0698,0.000000,-0.487736,0.376226,0.194849,0.944986,0.054145,0.962587,1.358332,-0.000000,-0.487697,0.376241,0.194883,0.944904,0.054140,0.962584,1.358355,0.390816,-0.534927,0.328213,-3.090824,-0.698631,2.953785,-0.00004,-0.00003,-0.00004,-0.00001,0.00015,-0.00010,-0.00004,-0.00003,-0.00004,-0.00001,0.00015,-0.00010,0.00262,0.00465,0.00623,-0.00859,-0.01588,0.01684,0.037,0.0046,0.00000,0,0,0,0,0.137,1.421,0.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005087,0.000525,0.107,1.374,0.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.006121,nan,nan,nan,0,0,0,,0,0,0,0.6792,1.0000,0.08493,0.00032,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000010,1,0.000010
0.2100,move->d,none,0.0732,0.000000,-0.487736,0.376226,0.194850,0.944986,0.054145,0.962587,1.358332,-0.000000,-0.487750,0.376276,0.194849,0.944956,0.054105,0.962567,1.358372,0.390802,-0.534965,0.328183,-3.090801,-0.698708,2.953666,-0.00001,0.00005,0.00002,0.00000,-0.00001,0.00011,-0.00001,0.00005,0.00002,0.00000,-0.00001,0.00011,-0.00306,-0.00805,-0.00649,-0.00067,0.01681,-0.02216,0.018,0.0028,0.00000,0,0,0,0,0.138,1.421,0.456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005008,0.000871,0.107,1.374,0.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006360,nan,nan,nan,0,0,0,,0,0,0,0.6959,1.0000,0.08493,0.00028,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000011,1,0.000011
0.2150,move->d,none,0.0768,0.000000,-0.487736,0.376225,0.194849,0.944987,0.054146,0.962587,1.358331,-0.000000,-0.487697,0.376293,0.194831,0.944921,0.054105,0.962567,1.358355,0.390813,-0.534955,0.328187,-3.090777,-0.698692,2.953696,-0.00004,0.00003,0.00001,0.00004,0.00001,0.00002,-0.00004,0.00003,0.00001,0.00004,0.00001,0.00002,0.00223,0.00204,0.00074,-0.00426,-0.00248,0.00906,0.017,0.0039,0.00000,0,0,0,0,0.138,1.421,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004999,0.000923,0.138,1.505,0.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001855,nan,nan,nan,0,0,0,,0,0,0,0.7126,1.0000,0.08493,0.00038,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000013,1,0.000013
0.2201,move->d,none,0.0804,0.000001,-0.487737,0.376224,0.194850,0.944988,0.054146,0.962588,1.358331,-0.000000,-0.487697,0.376293,0.194831,0.944921,0.054105,0.962567,1.358355,0.390813,-0.534955,0.328187,-3.090777,-0.698692,2.953696,-0.00004,0.00003,0.00001,0.00004,0.00001,0.00002,-0.00004,0.00003,0.00001,0.00004,0.00001,0.00002,0.00223,0.00204,0.00074,-0.00426,-0.00248,0.00906,0.017,0.0039,0.00000,0,0,0,0,0.139,1.422,0.453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005185,0.006049,0.138,1.505,0.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001855,nan,nan,nan,0,0,0,,0,0,0,0.7299,1.0000,0.08493,0.00033,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000014,1,0.000014
0.2253,move->d,none,0.0842,0.000001,-0.487736,0.376224,0.194849,0.944988,0.054146,0.962588,1.358331,-0.000000,-0.487732,0.376276,0.194849,0.944956,0.054140,0.962567,1.358337,0.390806,-0.534953,0.328183,-3.090810,-0.698703,2.953721,-0.00002,0.00003,0.00002,-0.00001,-0.00000,0.00001,-0.00002,0.00003,0.00002,-0.00001,-0.00000,0.00001,-0.00065,0.00014,-0.00031,0.00262,0.00063,0.00038,0.012,0.0029,0.00000,0,0,0,0,0.139,1.426,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005182,0.001045,0.138,1.504,0.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000664,nan,nan,nan,0,0,0,,0,0,0,0.7471,1.0000,0.08493,0.00027,0.0002,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000016,1,0.000016
0.2307,move->d,none,0.0880,0.000001,-0.487737,0.376223,0.194850,0.944988,0.054145,0.962588,1.358331,-0.000000,-0.487750,0.376293,0.194849,0.944974,0.054140,0.962567,1.358337,0.390803,-0.534959,0.328171,-3.090820,-0.698737,2.953711,-0.00002,0.00005,0.00004,-0.00004,-0.00007,0.00005,-0.00002,0.00005,0.00004,-0.00004,-0.00007,0.00005,-0.00064,-0.00120,-0.00241,0.00255,0.00608,-0.00307,0.023,0.0040,0.00000,0,0,0,0,0.139,1.430,0.456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005349,0.001104,0.176,1.392,0.465,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002172,nan,nan,nan,0,0,0,,0,0,0,0.7650,1.0000,0.08493,0.00033,0.0002,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000018,1,0.000018
0.2359,move->d,none,0.0919,0.000001,-0.487736,0.376222,0.194849,0.944989,0.054146,0.962588,1.358331,-0.000000,-0.487697,0.376276,0.194883,0.944921,0.054105,0.962567,1.358355,0.390817,-0.534936,0.328195,-3.090794,-0.698669,2.953756,-0.00005,0.00000,-0.00000,0.00003,0.00006,-0.00007,-0.00005,0.00000,-0.00000,0.00003,0.00006,-0.00007,0.00272,0.00435,0.00454,-0.00590,-0.01180,0.01144,0.024,0.0038,0.00000,0,0,0,0,0.139,1.433,0.457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005228,0.000995,0.040,1.278,0.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004912,nan,nan,nan,0,0,0,,0,0,0,0.7824,1.0000,0.08493,0.00039,0.0002,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000020,1,0.000020
0.2411,move->d,none,0.0959,0.000001,-0.487737,0.376222,0.194850,0.944990,0.054146,0.962588,1.358332,-0.000000,-0.487732,0.376276,0.194849,0.944956,0.054140,0.962584,1.358302,0.390803,-0.534955,0.328181,-3.090777,-0.698720,2.953725,-0.00002,0.00004,0.00002,0.00003,-0.00005,-0.00003,-0.00002,0.00004,0.00002,0.00003,-0.00005,-0.00003,-0.00269,-0.00331,-0.00243,-0.00060,0.00950,-0.00365,0.012,0.0030,0.00000,0,0,0,0,0.137,1.431,0.456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005178,0.000649,0.119,1.372,0.396,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003354,nan,nan,nan,0,0,0,,0,0,0,0.7997,1.0000,0.08493,0.00037,0.0002,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000023,1,0.000023
0.2461,move->d,none,0.1000,0.000001,-0.487737,0.376221,0.194849,0.944990,0.054146,0.962588,1.358331,-0.000000,-0.487732,0.376276,0.194883,0.944974,0.054140,0.962584,1.358355,0.390805,-0.534938,0.328176,-3.090849,-0.698734,2.953770,-0.00003,0.00001,0.00003,-0.00008,-0.00006,-0.00003,-0.00003,0.00001,0.00003,-0.00008,-0.00006,-0.00003,0.00042,0.00337,-0.00098,0.01109,0.00062,-0.00000,0.019,0.0031,0.00000,0,0,0,0,0.136,1.429,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005069,0.000663,0.187,1.566,0.517,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000716,nan,nan,nan,0,0,0,,0,0,0,0.8166,1.0000,0.08493,0.00032,0.0003,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000025,1,0.000025
0.2512,move->d,none,0.1042,0.000001,-0.487737,0.376220,0.194851,0.944990,0.054146,0.962588,1.358332,-0.000000,-0.487732,0.376276,0.194814,0.944991,0.054105,0.962584,1.358337,0.390792,-0.534969,0.328169,-3.090758,-0.698763,2.953651,-0.00000,0.00008,0.00005,0.00005,-0.00014,0.00009,-0.00000,0.00008,0.00005,0.00005,-0.00014,0.00009,-0.00265,-0.00649,-0.00158,-0.01304,0.00873,-0.01278,0.030,0.0031,0.00000,0,0,0,0,0.135,1.429,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005013,0.000879,0.175,1.454,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002453,nan,nan,nan,0,0,0,,0,0,0,0.8333,1.0000,0.08493,0.00033,0.0003,0.00004,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000028,1,0.000028
0.2561,move->d,none,0.1084,0.000001,-0.487737,0.376219,0.194850,0.944991,0.054147,0.962588,1.358331,-0.000000,-0.487732,0.376276,0.194814,0.944991,0.054105,0.962584,1.358337,0.390792,-0.534969,0.328169,-3.090758,-0.698763,2.953651,-0.00000,0.00008,0.00005,0.00005,-0.00014,0.00009,-0.00000,0.00008,0.00005,0.00005,-0.00014,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.031,0.0032,0.00000,0,0,0,0,0.136,1.429,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004943,0.000949,0.064,1.293,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.8498,1.0000,0.08493,0.00035,0.0003,0.00004,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000031,1,0.000031
0.2611,move->d,none,0.1127,0.000002,-0.487737,0.376219,0.194851,0.944991,0.054147,0.962587,1.358331,-0.000000,-0.487732,0.376276,0.194849,0.944974,0.054140,0.962619,1.358355,0.390794,-0.534947,0.328172,-3.090837,-0.698772,2.953735,-0.00001,0.00005,0.00004,-0.00008,-0.00014,0.00003,-0.00001,0.00005,0.00004,-0.00008,-0.00014,0.00003,0.00046,0.00446,0.00055,0.01249,-0.00056,0.00676,0.019,0.0032,0.00000,0,0,0,0,0.135,1.428,0.453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004998,0.001046,0.124,1.408,0.393,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000398,nan,nan,nan,0,0,0,,0,0,0,0.8664,1.0000,0.08493,0.00037,0.0003,0.00004,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000034,1,0.000034
0.2661,move->d,none,0.1172,0.000002,-0.487737,0.376218,0.194850,0.944992,0.054148,0.962587,1.358331,-0.000000,-0.487697,0.376276,0.194831,0.944921,0.054105,0.962584,1.358337,0.390808,-0.534954,0.328192,-3.090755,-0.698692,2.953695,-0.00004,0.00006,0.00001,0.00008,-0.00001,0.00000,-0.00004,0.00006,0.00001,0.00008,-0.00001,0.00000,0.00268,-0.00138,0.00386,-0.01473,-0.01284,0.00251,0.013,0.0040,0.00000,0,0,0,0,0.134,1.426,0.451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005021,0.000870,0.215,1.511,0.464,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004769,nan,nan,nan,0,0,0,,0,0,0,0.8831,1.0000,0.08493,0.00045,0.0004,0.00005,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000038,1,0.000038
0.2711,move->d,none,0.1217,0.000002,-0.487738,0.376217,0.194851,0.944994,0.054148,0.962587,1.358331,-0.000000,-0.487697,0.376276,0.194831,0.944921,0.054105,0.962584,1.358337,0.390808,-0.534954,0.328192,-3.090755,-0.698692,2.953695,-0.00004,0.00007,0.00001,0.00008,-0.00001,0.00001,-0.00004,0.00007,0.00001,0.00008,-0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.013,0.0041,0.00000,0,0,0,0,0.135,1.425,0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005008,0.000670,0.160,1.414,0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,0.8998,1.0000,0.08493,0.00043,0.0004,0.00005,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000041,1,0.000041
0.2761,move->d,none,0.1262,0.000002,-0.487738,0.376216,0.194850,0.944995,0.054149,0.962587,1.358331,-0.000000,-0.487680,0.376293,0.194831,0.944921,0.054105,0.962567,1.358355,0.390815,-0.534948,0.328187,-3.090777,-0.698692,2.953713,-0.00006,0.00006,0.00002,0.00005,-0.00000,-0.00000,-0.00006,0.00006,0.00002,0.00005,-0.00000,-0.00000,0.00154,0.00132,-0.00109,0.00347,-0.00078,0.00087,0.019,0.0044,0.00000,0,0,0,0,0.135,1.424,0.448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004932,0.000899,-0.016,1.270,0.388,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000058,nan,nan,nan,0,0,0,,0,0,0,0.9163,1.0000,0.08493,0.00051,0.0005,0.00005,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000046,1,0.000046
0.2810,move->d,none,0.1309,0.000002,-0.487738,0.376215,0.194852,0.944996,0.054149,0.962587,1.358331,-0.000000,-0.487732,0.376276,0.194831,0.944921,0.054105,0.962567,1.358337,0.390807,-0.534969,0.328194,-3.090753,-0.698675,2.953657,-0.00004,0.00011,0.00000,0.00009,0.00002,0.00008,-0.00004,0.00011,0.00000,0.00009,0.00002,0.00008,-0.00173,-0.00422,0.00144,-0.00427,-0.00259,-0.00825,0.025,0.0042,0.00000,0,0,0,0,0.133,1.421,0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.004970,0.000888,0.063,1.383,0.455,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000288,nan,nan,nan,0,0,0,,0,0,0,0.9329,1.0000,0.08493,0.00048,0.0005,0.00006,0.0000,1.0000,0.001,0.40391,4.0000,0.000002,-0.000000,0.000050,1,0.000050
